cluster,C,S,ST,T,IT,I,IN,N,SN
0,48.95408695652174,48.912653603454004,48.66190634340751,47.84507978723404,50.184420772303596,50.02935290193462,50.863500498173366,49.81887417218543,49.76523178807947
1,57.19080129356809,61.535940803382665,56.998586572438164,57.03047484053862,57.392351274787536,58.42806267806268,57.87018040325433,58.76416430594901,56.614704842700604
