cluster,AL,ACD,WTW,K1,K2
0,22.784420485175204,2.943921832884097,11.726212938005391,44.627439353099724,45.57688679245283
1,24.149325699745546,3.260419847328244,12.210050890585242,42.37577608142494,43.23142493638677
